MS	HH	DEPEND	AGE	F1040A	F1040EZ	TPI	TXRT	MR	EMP	PREP	TAX	SUBJECT	TIME	LNTPI	LNTAX
1	0	3	0	0	0	28713.02734	15	15	0	0	2154.929688	149	5	10.2651062	7.67597723
1	0	2	0	0	0	26532.57031	15	15	0	1	2320.422607	150	5	10.18612862	7.749935627
1	0	5	0	0	0	36622.35938	15	28	1	0	3257.922607	151	5	10.50841427	8.089152336
1	0	2	0	1	0	23239.4375	15	15	0	0	2379.401367	152	5	10.05360603	7.775024414
0	0	1	0	0	0	12911.97168	15	15	0	1	1286.091553	153	5	9.465909958	7.160140514
1	0	4	0	0	0	27179.57813	15	15	0	1	2471.831055	154	5	10.21022129	7.813118935
1	0	3	0	0	0	19948.0625	15	15	1	1	815.1408691	155	5	9.900887489	6.704586983
1	0	3	0	0	0	113043.1328	35	38.5	0	0	21742.95703	156	5	11.63552475	9.987091064
1	0	5	0	0	0	31944.54297	15	15	0	1	2933.97876	157	5	10.37175655	7.984455585
1	0	6	0	1	0	16347.71094	15	15	0	0	345.9507141	158	5	9.701843262	5.849182606
1	0	2	1	0	0	63998.23828	28	35	1	0	6786.091309	159	5	11.06661129	8.822777748
1	0	5	0	1	0	13777.28906	11	11	0	1	230.6338043	160	5	9.530776978	5.445157528
1	0	5	0	0	0	45896.125	28	28	0	1	6259.683105	161	5	10.73413563	8.742044449
1	0	6	0	1	0	18557.21875	15	15	0	1	676.0563354	162	5	9.828614235	6.517754555
1	0	3	0	0	0	20661.0918	15	15	0	1	1745.598633	163	5	9.9360075	7.465425491
0	0	1	0	0	1	12147.8877	15	15	0	0	1174.295776	164	5	9.404910088	7.069274902
0	1	2	0	1	0	5297.535156	0	0	0	0	0	165	5	8.574996948	0
0	0	1	0	0	0	11162.85254	15	15	0	1	297.5352173	166	5	9.320346832	5.698887825
1	0	4	0	0	0	21220.95117	15	15	1	1	2857.394287	167	5	9.962743759	7.958015442
1	0	2	1	0	0	8602.993164	0	11	0	1	0	168	5	9.059864998	0
1	0	3	0	0	0	33838.91016	15	28	0	0	3588.028076	169	5	10.42936611	8.18563652
1	0	3	0	0	0	3460.387207	0	0	1	1	0	170	5	8.14913559	0
1	0	3	0	1	0	3508.802734	0	0	0	0	0	171	5	8.163030624	0
1	0	2	0	0	0	30744.71875	15	15	0	1	2973.591553	172	5	10.33347321	7.997861862
0	0	1	0	0	1	18926.9375	28	28	0	0	2222.711182	173	5	9.848340988	7.706933022
0	1	2	0	0	0	32963.91016	28	28	0	0	4951.584473	174	5	10.40316868	8.50766468
1	0	2	0	0	0	56014.96484	35	35	0	1	9639.084961	175	5	10.9333744	9.173685074
0	0	1	0	0	1	2837.147949	0	0	0	0	0	176	5	7.950554371	0
1	0	3	0	0	0	33064.26172	15	28	0	0	3079.225342	177	5	10.40620804	8.032757759
0	0	1	0	0	0	15267.60547	15	15	0	1	1728.873291	178	5	9.633488655	7.455803394
1	0	2	1	0	0	14450.7041	11	15	1	0	849.4718018	179	5	9.57849884	6.745791435
0	0	1	0	0	0	29801.05664	28	35	0	1	4046.655029	180	5	10.3022995	8.305892944
0	1	3	0	0	0	14590.66895	15	15	0	1	310.7394409	181	5	9.588137627	5.742167473
0	1	2	0	1	0	27500.88086	28	28	0	0	3411.091553	182	5	10.22197342	8.135080338
1	0	2	0	0	0	67222.71094	35	35	0	1	9841.548828	183	5	11.11576653	9.194470406
1	0	5	0	1	0	12958.62695	0	11	0	1	0	184	5	9.469516754	0
0	1	2	0	1	0	5342.429688	0	0	0	0	0	185	5	8.583436012	0
1	0	2	1	0	0	50068.66016	28	35	1	1	7541.373047	186	5	10.82115078	8.928292274
1	0	2	0	0	0	29452.46484	15	15	0	0	3310.739502	187	5	10.29053307	8.105228424
1	0	3	0	0	0	75686.61719	35	35	0	0	16250	188	5	11.23435688	9.6959095
0	0	1	1	0	0	57474.47266	15	38.5	1	0	12209.50684	189	5	10.95909595	9.410052299
1	0	2	0	0	0	4380.281738	0	0	1	1	470.0704346	190	5	8.384868622	6.155007362
0	0	1	0	1	0	32173.41602	35	35	0	0	6247.359375	191	5	10.37889576	8.740074158
1	0	4	0	0	0	62067.78125	35	35	0	1	7773.767578	192	5	11.03598213	8.958639145
1	0	2	1	0	0	11628.52148	15	15	0	1	319.5422668	193	5	9.361216545	5.770014286
0	0	1	0	0	0	33805.45703	28	35	0	0	4588.908691	194	5	10.42837715	8.431615829
1	0	4	0	0	0	29962.14844	15	15	0	1	1827.464844	195	5	10.30768967	7.511231899
1	0	2	1	1	0	8147.887207	0	11	0	0	0	196	5	9.005514145	0
1	0	4	0	0	0	64187.5	35	35	1	0	13450.7041	197	5	11.06956387	9.506860733
1	0	3	0	0	0	39447.18359	15	28	1	1	5211.267578	198	5	10.5827179	8.55877018
1	0	2	1	0	0	17995.59766	15	15	0	0	1270.24646	199	5	9.79788208	7.147753239
0	0	1	0	0	0	139255.2813	38.5	38.5	0	1	42051.05469	200	5	11.84406376	10.64666367
1	0	2	1	0	0	18615.31641	15	15	0	1	1283.450684	201	5	9.831740379	7.1580863
0	0	1	0	0	1	10449.82422	15	15	0	0	916.37323	202	5	9.254340172	6.821514606
0	0	1	0	0	0	17012.32422	15	15	0	1	1272.887329	203	5	9.741693497	7.149828434
1	0	2	0	0	0	26639.08398	15	15	0	0	2432.218262	204	5	10.190135	7.796969891
1	0	2	1	0	0	14907.57031	15	15	0	1	804.5774536	205	5	9.609624863	6.691559315
1	0	2	0	0	0	37180.45703	28	28	0	0	5273.767578	206	5	10.52353859	8.570690155
1	0	4	0	0	0	25487.67578	15	15	0	1	2214.788818	207	5	10.14595032	7.703363895
0	0	1	0	0	1	14830.98633	15	15	0	0	1576.584473	208	5	9.604474068	7.363650322
1	0	4	0	0	0	23044.89453	15	15	0	0	1330.985962	209	5	10.04519939	7.19442606
1	0	5	0	0	0	57605.63281	35	35	0	1	8020.246582	210	5	10.96137524	8.989849091
0	1	2	1	1	0	8476.232422	11	15	0	0	0	211	5	9.045021057	0
1	0	4	0	0	0	23972.71094	15	15	0	1	1747.359131	212	5	10.08467102	7.466433048
1	0	4	0	0	0	44489.4375	15	28	0	0	3310.739502	213	5	10.70300674	8.105228424
1	0	4	0	0	0	53820.42188	35	35	0	1	8004.401367	214	5	10.89340782	8.987872124
1	0	4	0	0	0	47100.35156	28	28	0	0	5409.331055	215	5	10.76003551	8.596065521
0	0	1	1	0	0	17590.66992	15	15	1	1	1636.443604	216	5	9.775123596	7.400891781
1	0	3	0	0	0	34085.38672	28	28	0	1	3905.809814	217	5	10.43662357	8.270476341
1	0	5	0	0	0	144801.9375	38.5	38.5	0	1	37244.71875	218	5	11.88312244	10.5252924
1	0	4	0	0	0	50272.88672	15	35	1	1	1852.112671	219	5	10.82522106	7.524621964
0	0	1	1	0	0	6436.619629	11	15	0	1	160.2112732	220	5	8.769759178	5.082715511
1	0	2	0	0	0	52266.72656	15	35	1	1	3575.704346	221	5	10.86411476	8.182196617
0	0	1	0	0	1	2250	0	0	0	0	0	222	5	7.718685627	0
1	0	2	0	1	0	22436.61914	15	15	0	0	2260.563477	223	5	10.01844978	7.723811626
0	0	0	0	0	1	2086.267578	11	0	0	0	20.24647903	224	5	7.643131733	3.056191206
0	0	1	0	0	1	6181.337891	15	15	0	0	278.1690063	225	5	8.729290009	5.631817341
1	0	3	0	0	0	22078.3457	15	15	0	0	1602.99292	226	5	10.00235271	7.380251408
0	0	1	0	0	1	13698.06348	15	15	0	0	1404.929565	227	5	9.525010109	7.248454094
0	0	1	0	0	0	20151.4082	28	28	0	1	2555.457764	228	5	9.911029816	7.84637785
1	0	3	0	0	0	53778.16797	28	35	0	0	6124.119629	229	5	10.89262295	8.720153809
1	0	2	0	0	0	39916.375	28	28	0	1	4657.570313	230	5	10.59454155	8.446463585
1	0	2	0	0	0	53178.69531	28	35	0	1	6999.119629	231	5	10.88141346	8.853682518
1	0	6	0	0	0	18990.31641	0	15	1	1	0	232	5	9.85168457	0
1	0	6	0	1	0	4011.443604	0	0	0	0	0	233	5	8.296906471	0
0	0	1	0	0	1	9983.274414	15	15	0	0	850.3521118	234	5	9.208666801	6.746825695
1	0	5	0	0	0	27578.3457	15	15	0	0	1283.450684	235	5	10.2247858	7.1580863
1	0	2	0	0	0	66786.96875	35	35	0	0	9313.379883	236	5	11.10926342	9.139314651
1	0	2	1	0	0	70748.24219	35	35	0	1	11320.42285	237	5	11.16688251	9.334451675
1	0	2	0	0	0	38190.14063	15	28	0	0	3554.577393	238	5	10.55033302	8.176272392
1	0	3	0	0	0	44039.61328	28	28	0	1	4807.218262	239	5	10.69284439	8.478081703
0	1	4	0	0	0	19428.69727	15	15	0	1	514.0845337	240	5	9.87450695	6.244330883
1	0	2	0	0	0	38203.34375	28	28	1	0	5814.260742	241	5	10.55067825	8.668240547
1	0	2	1	0	0	7549.295898	0	11	1	1	66.90140533	242	5	8.929209709	4.218056679
1	0	2	0	0	0	40382.92188	28	28	0	1	5606.51416	243	5	10.60616207	8.63186264
0	1	2	0	1	0	21268.48633	15	15	0	0	2264.964844	244	5	9.964982033	7.725755692
1	0	4	0	0	0	43467.42969	15	28	0	1	2669.01416	245	5	10.67976761	7.889839172
0	0	1	0	0	0	43019.36719	35	35	0	1	5631.162109	246	5	10.66940594	8.636248589
1	0	2	1	0	0	22736.79492	15	15	0	1	1983.274658	247	5	10.03174019	7.593008518
1	0	2	0	0	0	61493.83984	35	35	0	1	9260.563477	248	5	11.02669239	9.133627892
1	0	4	0	0	0	66566.89844	28	35	0	1	4152.288574	249	5	11.10596275	8.331655502
0	0	1	0	0	0	8828.344727	11	15	1	1	154.0493011	250	5	9.085722923	5.043743134
0	0	1	0	0	0	29955.10547	35	35	0	0	5400.52832	251	5	10.30745506	8.594437599
0	0	1	0	0	1	21057.21875	28	28	0	0	2814.260498	252	5	9.95499897	7.942810059
0	1	2	0	0	0	24188.38086	15	15	0	1	2608.274658	253	5	10.09362793	7.866827488
0	1	3	0	0	0	46247.35938	28	35	1	1	8417.253906	254	5	10.7417593	9.038157463
1	0	4	0	0	0	26101.23242	15	15	0	0	2154.929688	255	5	10.16973782	7.67597723
0	1	2	0	0	0	26713.9082	15	28	0	0	2139.964844	256	5	10.19293976	7.66901207
1	0	4	0	0	0	23066.02148	15	15	1	1	1772.00708	257	5	10.04611588	7.48043251
0	0	1	1	0	0	11655.80957	15	15	0	1	654.9295654	258	5	9.363559723	6.486053467
